P1,T1,T2,RRC1,BRC1,RRC2,BRC2,RFF
0.6797479049142563,0.3135092372727648,0.8301703553301198,0.9792739354625685,0.903026543477436,0.9069198221010656,0.002874324855406167,0.2800963738909454
0.6101776885171986,0.09611893318904885,0.3685233076346517,0.336328294971986,0.3518794890649441,0.8226057637112039,0.254766464260262,0.933652954631302
0.5673316217704854,0.05330581443174642,0.030269099790011467,0.2125919766458831,0.22278723564226335,0.9752366098764375,0.7010513698762239,0.19817849329125137
0.8952281431377038,0.9263433493436768,0.9893878311591457,0.15170513760661838,0.18742683311970004,0.6552899168484773,0.4485690063023351,0.8855182073072165
0.0640332189335644,0.7885553449343132,0.9668062228810328,0.5332028154544834,0.4963960474945996,0.670633418820592,0.6612154356170308,0.555757490695799
0.6304936336425346,0.7714884574692453,0.7436119825611733,0.06913559103895645,0.520871885795489,0.9825166657919343,0.8136982315937251,0.415439682736122
0.09502093045872773,0.8063408875758271,0.433041250942253,0.5346217394599191,0.1670104502746578,0.9970170487016293,0.9276724329751556,0.9975813790144837
0.3128390811064432,0.06873063711670557,0.16246311824903437,0.3735562433889267,0.16020344206670417,0.3161157854371172,0.19600447594533504,0.6599195265527555
0.7175020637999465,0.3100407061556618,0.012643764444643324,0.2667553583240099,0.40207171561729493,0.6325321944322564,0.8312562206329268,0.6667352544800443
0.5583940600737121,0.19989480441983742,0.9574956403058668,0.17711974974743253,0.7497509637857972,0.0872948166534821,0.5789008316864914,0.05741229931933151
0.5450848874755796,0.9664452970441637,0.9602681219153038,0.19863135850551675,0.33655817333854754,0.0010612488136102494,0.6453670163465842,0.9781741533377123
0.03256391917530799,0.45230180226033045,0.4044578097146623,0.9999999999999999,0.1493183572041228,0.14277976445165103,0.5272895160455385,0.9615041081238896
0.6013004988627277,0.9068958661508866,0.060380743814553384,0.32837125869590855,0.29003197412316156,0.44929622963514126,0.6581431535346947,0.7651786915297466
0.11789336840321973,0.9338219099905842,0.03248243787522753,0.2030085662401583,0.6795455009337841,0.5298178669178891,0.7804819735688074,0.6975643127547887
0.5761121419003536,0.6374364031793323,0.348898694349117,0.44834537593081647,0.6332660062287085,0.9245783311513628,0.49552242127912716,0.0663459641331495
0.6231060676998579,0.20842661731026535,0.43021422832383394,0.6896197223189956,0.4628679724389649,0.994943286258012,0.2965382650989453,0.1406858793215512
0.8628526523565876,0.24603479325697508,0.5736505808442196,0.3821772234838142,0.6040154204335446,0.5284146416475872,0.036796244176078866,0.5079990037928753
0.12956697509687665,0.6312059792054048,0.7782320803985368,0.6390947329754848,0.6659092330440114,0.057322328740671,0.018603255568522173,0.20406132435761545
0.11712195329979824,0.739924354368648,0.2618792178452818,0.24414047219500898,0.753761837011698,0.08924061475729092,0.5589040686036855,0.38214611048581665
0.2100975299991259,0.5961444431223284,0.4108826654934159,0.30011342085234294,0.2867921382747653,0.7064148269141755,0.016803246020999182,0.7184943528616465
0.6494506629490935,0.8400983820684154,0.9360616501229586,0.5587039256720067,0.4416142254341303,0.2610383344285427,0.805270728608463,0.12880955872289243
0.31820539381275026,0.35534475917023656,0.6732820265290957,0.09532533127637349,0.6253668568346831,0.0767689404964795,0.2182420825426879,0.3065151641172859
0.7386015310545286,0.8076889764253621,0.18926386906326798,0.6849529823573393,0.48715533297786623,0.7531436921421717,0.8630687385135472,0.3051769434857353
0.6069950823210031,0.507862607878911,0.4552172945187607,0.7216011876108536,0.8041904758802166,0.8504889045271428,0.05402679719704222,0.38979231357009864
0.8958000189070634,0.6487944541118273,0.6314137240534148,0.49955677206287863,0.4208938260154568,0.9509814645653657,0.3766491769976135,0.12729185753680156
0.30420153696861796,0.6699647598598233,0.4058929646841456,0.9890601236475519,0.4942583894535095,0.08549240903456262,0.18347267218344263,0.7917621412732432
0.44650581793462707,0.45868753416517505,0.46422739781953837,0.8023386312021912,0.6951127558866484,0.6839366556021791,0.8585012939470451,0.31184905815336944
0.3817267850599704,0.4045080204080507,0.5798270579463889,0.27854074755489155,0.42631139500658494,0.20029461839337603,0.717471479844888,0.7332889925901527
0.02214319935784359,0.24072391130826132,0.40832769503895605,0.5328665865534692,0.8524447916544199,0.16518937726549582,0.8435017562803605,0.21569862314410754
0.13321494025160896,0.07727426372188084,0.45709891751751996,0.7677016068974584,0.7174502770655572,0.21686640405987817,0.6239972709824725,0.5985511379146317
0.8069114878695813,0.7197031229641615,0.20536686758818412,0.5481179029783582,0.2641890696774844,0.12762020610105723,0.3117328629019948,0.7951231982057133
0.018321242704313345,0.6515185098074068,0.9967346069836367,0.47297891637694467,0.11575594670603509,0.39800409313150464,0.5992793726937824,0.564716412960604
0.7425087728734308,0.32774806958943614,0.5806987580803078,0.8542629949428999,0.5163317196266854,0.21319707512558006,0.5958636387778072,0.6507409176943063
0.28430853893977326,0.12302460122554315,0.18375443105142608,0.6135880621554498,0.6162346407576863,0.1868303631029305,0.4403488830553343,0.6059745545955504
0.5636713072651125,0.8942114542573125,0.48114201803535295,0.6708779286134081,0.20570360733683327,0.07377081641922004,0.447191865437634,0.880322740848207
0.1395136749133712,0.09529637102314847,0.1831844590823053,0.307462136167025,0.9750734987490451,0.8435658316410193,0.03061559667693732,0.2621457485195377
0.6469663579856277,0.3613171040479255,0.9757635900114874,0.20798882405051025,0.7620866742582831,0.8778731849324944,0.9936375585713965,0.8540984250703373
0.09015738275762408,0.5586556158858724,0.14997345695441133,0.7858725212248344,0.08015583673790594,0.7043587434697328,0.27088828173543533,0.5736711349408536
0.157248149906972,0.9455682154017637,0.7031239589036851,0.28580932351947375,0.765114350694943,0.033824555724737165,0.33092332470766866,0.9295816478395865
0.0063129152082956885,0.12971823585180253,0.5110296296287054,0.08904794595045012,0.5441630451684053,0.5425128663403911,0.6075451572387512,0.9466624907964437
0.7170538293410529,0.934334400536565,0.6348365936867442,0.506936617191267,0.8870344216518083,0.41834298566609396,0.4066122170965714,0.5337041908687539
0.13029555869771725,0.07188324009432412,0.8287921039772641,0.5573631368303021,0.16215540848686852,0.32494735530776364,0.48429349454890136,0.19658305607343457
0.407678410564301,0.8381669317999978,0.5471944566450055,0.23640633080942405,0.8205769559424024,0.5835356227550191,0.614023254751,0.3059778063451795
0.12024441445813538,0.9740354896838705,0.3524173896956757,0.15358275571892807,0.8225598770602344,0.898964097290346,0.4681080759282634,0.8455200500117139
0.16706988168464565,0.40301643052995306,0.13204319705073608,0.9854397685699975,0.07110177472187834,0.25384521377322167,0.36106372348155863,0.38773346468113223
0.3585300087065657,0.7688632189968292,0.8490694281017799,0.13475004489603543,0.368550611943711,0.6892166875312576,0.950698548913694,0.7060677800546674
0.0529130800844273,0.03693705334997599,0.53443678032699,0.1842470945482926,0.46975453091377756,0.04899857604979166,0.5846006012612913,0.5098003511860181
0.6887106283854756,0.39853708899071894,0.5766167792332588,0.4643028206267822,0.6211058714525598,0.5806761566794498,0.7310988202719042,0.4609578099942798
0.44491970740266207,0.6925420388645613,0.010231368192590296,0.23343256982743757,0.7947422987179179,0.06582634298675102,0.4534505603048492,0.938868730946488
0.37018737989615436,0.8627169257702918,0.9609207634659143,0.19081723579124601,0.40121960176745297,0.04742391714511701,0.8702637137935123,0.422817540876395
0.06296143953275646,0.17051565924031697,0.9204808842474854,0.9942002362487276,0.0,0.4680072471631148,0.08915294086021575,0.06357309854415635
0.26905746351395576,0.8049161186210134,0.24409065035355404,0.03695624563952299,0.616765033101774,0.980615141951536,0.7925826724509317,0.909741111189296
0.5061939069409662,0.30058802425445164,0.04942228960238815,0.13285326744075973,0.2287503252518253,0.17399686315099233,0.823261566015373,0.5570307230392988
0.3049723450464412,0.5816965400226826,0.4663631970997475,0.7763350332941635,0.04078475009323513,0.16717396235109683,0.8418112257231913,0.37570098854573286
0.936910755794929,0.1624734883592902,0.8662827720027035,0.3404576546359833,0.24094016008194438,0.6586314729139249,0.7107237946954059,0.023939842676676447
0.9899450559014886,0.13451693426732936,0.701529581773011,0.6773066637568338,0.7734255661151468,0.44150697352394697,0.8133227818863635,0.33394387811669435
0.43962967373494277,0.26239762423911017,0.6113127661430031,0.22746768924203078,0.24430561584239305,0.41088251890332605,0.6750742451394058,0.6872439409122404
0.8987361902885016,0.7271390676960316,0.28230395987631596,0.5420946922995616,0.9810032154368645,0.7078995402481076,0.760088426121717,0.7758866408685481
0.11329072550975017,0.06358182706629778,0.9430213068127546,0.6005938029226883,0.4466777381936885,0.1541563779393586,0.6643802757111184,0.5124692381354317
0.7731807431319291,0.021694250530211345,0.5636153042951868,0.9930895547618891,0.6157388184737157,0.20131128192129982,0.32533787038674433,0.09161995372785303
0.06646920364136366,0.10537755963319295,0.9520123583433939,0.521096907773289,0.8319939802931642,0.7913482966871228,0.20447510809662517,0.6947639026951707
0.9096913479583226,0.4718573589399293,0.9776446810325368,0.07907272854424313,0.8663420939356297,0.578478542726258,0.13488739367332764,0.1722145672100342
0.3068933855139866,0.6154643402664433,0.5934507349710447,0.20977929857782493,0.24779308716258255,0.8748774271939517,0.7476110908804087,0.3959372347293265
0.014693094349793157,0.13909971195204918,0.7716362542254149,0.00970877017933966,0.8699318230004621,0.63405387303858,0.876683200365719,0.7497967109778579
0.2871435749676814,0.20332914763315513,0.1461040850364217,0.08532802447371365,0.47932492969714985,0.8729892690469887,0.8390115074297813,0.5254457072303177
0.8256575714558299,0.40433700971256314,0.2826869522622957,0.36640423783377896,0.8051765479951694,0.0823673987898903,0.10774409284641981,0.24066986529274148
0.5859414318620517,0.2691771921701003,0.6862039151324506,0.090143375923253,0.1640128999217723,0.716745614261916,0.3843776574853085,0.7106040393160789
0.9660382195492005,0.4621232254000729,0.9676769261375497,0.2610650916955799,0.08095388428038341,0.19092125054449344,0.3700392074913305,0.04354386665672722
0.8394643449543362,0.07521461319132783,0.5336854890160971,0.09830770557083837,0.9648992107681674,0.8758550809403333,0.7778886483220536,0.5014665454594938
0.6315369517745166,0.7850510431819284,0.20370632899613206,0.0255219838795899,0.6477841414277994,0.3512013039405524,0.13312156378281378,0.4558365047520321
0.7082616880540633,0.1733366656834181,0.35328617240953264,0.020802950702284467,0.46659063968130493,0.32208089270015555,0.7939575371203499,0.10576091682831251
0.20895377475137433,0.7056099464833268,0.288751109452555,0.8953623441312161,0.3702357871975508,0.5163114313103286,0.6885426622603539,0.23110276799443186
0.8129885111886217,0.018463624793582323,0.08913295396354037,0.2739018531270285,0.46815019194287527,0.25868878007434376,0.5226914971382379,0.08295827330626271
0.7889511920623542,0.2091755017524739,0.821288662393945,0.9278878126171833,0.0306494469376414,0.9213837403018,0.4918594886102814,0.5909581117355232
0.1786656731798959,0.3468821244522293,0.6411996134583777,0.8456010050120569,0.17602688338643566,0.5858551671856583,0.4032346396153391,0.38906094971917726
0.7646328428335907,0.05935553980881281,0.9364805135003405,0.26565385188694846,0.21663046283057433,0.3852093334674607,0.519361597011703,0.8791682803728578
0.768919176001061,0.6621659337992445,0.502085118048285,0.6143313993699516,0.17507876140057277,0.8770946490473597,0.290179200884404,0.7543929618358353
0.7414987090131371,0.9756619243929081,0.2651109636963085,0.359654365309388,0.5495777439262778,0.42565317234893496,0.943418316969891,0.5049987381171229
0.24240225488365352,0.5460348313769976,0.5839932198937472,0.16991645503981792,0.6034879238192135,0.18862621271253033,0.26541650339794687,0.678997663161757
0.32701819638695717,0.511132835629827,0.9537016213106106,0.5754281094304574,0.6530439091494097,0.16906892907295873,0.19351467760758706,0.2202316684067116
0.1504294249013265,0.7768535942000372,0.2883032799596634,0.3046060710681382,0.0736103177722493,0.7481155353403914,0.24778273569183312,0.12478563933617243
0.5790437299878199,0.1842573411358357,0.3517327120513034,0.8854390661905098,0.029372113873069462,0.08988058624559547,0.24996329463769879,0.2024460718798465
0.931897317671045,0.3914593628733827,0.8357247075297671,0.05164886225623558,0.6221511885498147,0.21297827929715607,0.6049849610506738,0.02560576101483828
0.5812468876800374,0.7872258142999469,0.4783942466413418,0.11380331518189468,0.1962659885964498,0.4516424431501169,0.7619074068250552,0.7241571299761291
0.14511669722284593,0.04356431472163358,0.5055556368624821,0.36605998595940603,0.2566419340852943,0.28311701955541946,0.3075556376853676,0.4498494623425621
0.6273011812064329,0.9146231367693551,0.9241875684172367,0.24396127041347507,0.2404731326224082,0.558981804432552,0.21192616047855473,0.8557778087962543
0.5467527137559978,0.7107512467456449,0.08087985446098855,0.38566346488514014,0.017828561732207752,0.2232600088304577,0.5234081705962278,0.33007383463914036
0.9557228595318186,0.2706320658565615,0.2624790413122735,0.21336729179202732,0.7805420882877085,0.028097397150458586,0.9543013087986855,0.10385715338095464
0.21527834255660028,0.4308567037796247,0.3578668071703053,0.28448288296103097,0.3503959553011057,0.4810883466972742,0.3525388353231257,0.5795588507661567
0.47515250419446575,0.0007582877896465945,0.42959497493445475,0.8148140223559461,0.042578235611796876,0.13321372840444445,0.4766302486916356,0.10940451410276791
0.00046063917372185514,0.9951467793536208,0.15678007230389213,0.7353894917341797,0.9700098361067105,0.5313004901868614,0.09885796069710948,0.5946191093181507
0.4932528963082008,0.5250299146455624,0.03896486877415484,0.4441663419245747,0.5229319598031398,0.36760685802969534,0.6621835724092513,0.039460999239950396
0.21481299996590209,0.8104052321910595,0.31769641527442616,0.49364939382286177,0.952319156742856,0.814009462861243,0.3243780211939429,0.24476299349955893
0.4707502380004076,0.3163320395140925,0.5379646059461329,0.6728189954857199,0.3097335818252615,0.7742180854627947,0.59396118301452,0.2636805760913125
0.7072486672614735,0.6378822204850967,0.5086783893053592,0.09397657854785318,0.3628507970987922,0.0062388275569980195,0.9787438720848473,0.12807417713076039
0.37550934304501826,0.2865469396698592,0.7207271624962761,0.9372061092300829,0.2668381921311519,0.6595335464949248,0.32858781397334824,0.554549619348334
0.9277553138232248,0.7053774273324422,0.768382399916332,0.9790573937182029,0.511824063603957,0.08082242468242606,0.4214975951071898,0.5668518739676351
0.5482951062590471,0.3042445423453186,0.6022560333125515,0.563711302649983,0.03259155641658911,0.48292419998058467,0.45486247735178786,0.1699792950981401
0.5477617002438444,0.6904544147126268,0.8050672704072888,0.3457885297169262,0.6186614118157591,0.14243001782490267,0.7733515309315984,0.8619501898544472
0.8038968639775217,0.34994649443640036,0.7585411166982556,0.7480635994422382,0.7863610952225505,0.536536289573227,0.6633965755292206,0.0032022199676263116
0.5278656107153565,0.08003045936932285,0.9824429124292546,0.5657491383938303,0.19454666244365498,0.16646090957920856,0.9346227197265432,0.5058539133785027
0.04659765557290174,0.44481265383276236,0.25883503468348223,0.6926728144223908,0.4765317077148558,0.8089091412331189,0.1184127349909452,0.9849359016133447
0.033091723094823555,0.4656486690249326,0.6307677270379397,0.029487432494876065,0.4074817171716581,0.2702144621482893,0.6898435823204964,0.9865134847427729
0.4343046850299961,0.21766881404493166,0.00775474596045278,0.9012802747629564,0.25000067298206263,0.8276717776677159,0.05300682188356354,0.5074949879229967
0.34839183965596954,0.37830999066320414,0.05154329900582688,0.3848476649470688,0.471900670039567,0.10148853090675694,0.717044187782126,0.9482665467990488
0.02978613998679913,0.7316443561514339,0.839255173891166,0.2715674670527858,0.3771516084748606,0.2459296944914371,0.7232015422478896,0.3407576366395317
0.06590338835659537,0.21262012875180059,0.4420856612688002,0.5936269414190791,0.01006743726252319,0.3071278880357869,0.6395129374484678,0.23233677179500994
0.8210413786056694,0.7001054744687867,0.3241044303521132,0.5080367639647847,0.04787255274279371,0.6994523513394428,0.21777776125970194,0.8245845477982753
0.3097064891158372,0.33822750812715663,0.8858798499235387,0.9518562969401688,0.027518605058171934,0.050500032342279566,0.3829521569197891,0.31745487394317007
0.9113759004533695,0.9660893258225123,0.32789954369938457,0.7954642951925506,0.0362171843791036,0.9518444600696573,0.5677549523829823,0.9746466221443689
0.8489009746528275,0.005149847532948115,0.9299124548146676,0.9799926686557893,0.47314296730243094,0.652974951271813,0.7867747137420599,0.6567240189282719
0.9094925710250101,0.832391222612912,0.7592581868753001,0.19410604169811532,0.2530575976259851,0.25438719825101663,0.9659747834412816,0.4874977279972358
0.5105126397361668,0.9522809506581433,0.32647869169345256,0.038012061690921556,0.6704849455917111,0.9930073853738671,0.9327000210765835,0.9024221044829108
0.007882426402668008,0.7576109961099315,0.07730999100857616,0.1572229484466425,0.9742832293641762,0.7050121724420856,0.8839027159197088,0.771703149205729
0.362601755733714,0.2555175825098823,0.06953188717469949,0.16848295127760107,0.6992274461774011,0.1335209078893427,0.46294098984034737,0.6865090182950938
0.3784037738082402,0.09987710837279495,0.39705112850198,0.1588780515467141,0.11469916613078415,0.9762368077371574,0.03475918194907901,0.4820958165404039
0.057118106946886016,0.4687487379469446,0.38402915487123757,0.42313389050069006,0.3029924068050029,0.33571610435627686,0.12229834205719123,0.5478341177874001
0.7469924529232526,0.4627821247669699,0.47025862465239676,0.38115161104829165,0.2984440875532623,0.8098852277371645,0.009162730746256322,0.7628385164143663
0.15324561692331629,0.16533086939978325,0.2797840344059441,0.6094282772775231,0.559193120962672,0.7943301293068136,0.022455259379754386,0.11798420419036174
0.1337701412223895,0.6092106540445092,0.8202527698271442,0.4560765903826006,0.9295288734915735,0.5861310702384519,0.9380469862348146,0.549319104517367
0.9147744447693464,0.185600689994053,0.8426545252763233,0.8109166447260825,0.841419425177326,0.9060612663920234,0.28142868069633514,0.8183918240448186
0.3686819038205671,0.1488968948742282,0.3970002741359302,0.3472779563403984,0.8685452521084583,0.7454363064576133,0.45767757646625273,0.42183512649921107
0.2553516881378024,0.7605457504633324,0.8036711676386759,0.14809369707513778,0.4585771058955053,0.6436025205444209,0.8929248418545674,0.9593557084917895
0.4720614124436815,0.7292344209072508,0.586641797777844,0.8903833574568017,0.9493341309043722,0.19486040257216614,0.36750311552524,0.4638948062507202
0.10460221852886531,0.039789395312678444,0.6554052982844958,0.7513197823009086,0.635289711385988,0.6932663163050936,0.28820296838345066,0.5565001641556875
0.04785490842171902,0.7082030452352641,0.4728549585203421,0.4143435768598843,0.775946646300626,0.8823779912185425,0.241312862516586,0.8863307147014905
0.6917131234445668,0.5440082725205557,0.29950332198247764,0.4452909175509363,0.9228164120429316,0.7737883240711825,0.07179342982457014,0.20782228984461026
0.09780829755598996,0.763968441335729,0.4375381487677057,0.8284862973478817,0.9142654652901023,0.5713410405944469,0.7160089972586621,0.11544496931131415
0.014160335412309655,0.7423601390619785,0.41697683759302073,0.20211528649538582,0.3514063532818399,0.43036202144859503,0.46383721163258407,0.7747257985053706
0.38275439638447883,0.9223874306049566,0.7610704469263183,0.6642081752375341,0.1966543626925693,0.37102327583768435,0.3237509468445747,0.9194844933695473
0.9026350651739612,0.5083126340733362,0.11106975445662925,0.5290988081314014,0.4076875157550627,0.4275220367028899,0.5072528824131298,0.17771578977288768
0.8803650725762531,0.5852632388287984,0.38431845585827773,0.8518711897738471,0.2374590564144856,0.21513230140806666,0.38507202032322274,0.18550177479316804
0.9249124090700933,0.951772331420567,0.7278798044880777,0.4956506625005336,0.2873959753912542,0.4713846002589621,0.6280725157271649,0.04241899030570583
0.6698981272656273,0.8508047071254539,0.4740211490744919,0.9966885017194976,0.27029395148318075,0.7329775913572529,0.8653382211018911,0.8769154528110518
0.8542532960949751,0.7971599958753997,0.9285056493459578,0.3719185631689821,0.7486917201181246,0.5704571316873389,0.6111837714062902,0.5652372209820512
0.22665935231624945,0.18141528334544388,0.2404209663590411,0.0935865258910284,0.5096141575135725,0.5923679058468275,0.9431510289163149,0.11868647655643283
0.4059121413349953,0.3479758996235507,0.6428338969650316,0.23003067997370422,0.5137658641955194,0.7164970946957898,0.9199841501560427,0.04033998113515947
0.5049000955570928,0.8004062331800261,0.5346825693880639,0.06552635740219642,0.5372867235724013,0.9206873407924926,0.27092360019371126,0.24748519054611412
0.45267351237365694,0.9826229384769913,0.6822388110255542,0.8104350808701728,0.8204431396406733,0.5011338334525179,0.8426073425611198,0.43522595927692326
0.713861775840118,0.3705862730832683,0.7450522005426912,0.07794786319242503,0.5931393775191964,0.1576207151019251,0.4962749095653277,0.2423343560177667
0.11169886075290703,0.5720015446790554,0.5679211664314341,0.4949356504457745,0.9426544816503064,0.6567687349101995,0.05961308519943835,0.6300752196145237
0.3198040498557977,0.7920724849470968,0.17459276200380103,0.2013290142327193,0.3656535565264144,0.3739234134045439,0.1592595047040504,0.15519797870930138
0.7996566122465192,0.7950211269591421,0.021739724774061386,0.777703659950655,0.7243103092920853,0.841956123375956,0.25227469304785477,0.958152674378213
0.7798559121787441,0.5559046885587144,0.8328664738245504,0.942843486390459,0.5870895584118393,0.6256859787070618,0.05749906065848609,0.6437685604117113
0.8805644342941656,0.9813871562931387,0.727007930338905,0.027793746058580066,0.7694719558535495,0.5377407088058401,0.024195717640385514,0.1520481705249391
0.8678479300543755,0.21003111951073627,0.970562957982608,0.5815535784668581,0.5754367318662467,0.3182050621626771,0.7350222923190772,0.6883231413144137
0.5240545955206946,0.6331505046167658,0.7185078897009554,0.962933305324717,0.23454812853232035,0.3554016341800075,0.014714944952512951,0.4909965095695773
0.7342900963885224,0.15931037295776163,0.27108216958610853,0.9206869549810203,0.7569290824998492,0.9845686668920809,0.19972558022710046,0.33574681945641127
0.4324425185931726,0.6998688999764613,0.3420379655931125,0.4617898995857158,0.9474287623192813,0.28990489954752285,0.5978087541212551,0.020341879050769437
0.3250263920417955,0.539122866376577,0.38909179086122236,0.03770290804286852,0.42382748604172865,0.20953523231704618,0.40373196822863416,0.6549070777583661
0.6023927952561356,0.8154763194775314,0.25002845552760533,0.6503564383737981,0.6970820753277437,0.2844795564338776,0.4368044234837731,0.3588350431816478
0.7318309999002042,0.39615183900857387,0.30988697048851677,0.9993340295262904,0.7499863151793429,0.9368134281950414,0.7899694372038113,0.03732321880255688
0.43475786257002746,0.13024984172578336,0.5582954590150226,0.07074781610479436,0.32638757443587524,0.3283216994882571,0.7380972086256341,0.2496502753176149
0.09499782089133246,0.5263423190602321,0.8843477799513462,0.5971259729811669,0.47840997936977897,0.6219758532664661,0.25043587046404486,0.8108465695634156
0.2438579405811001,0.7701967978984721,0.14480578263183475,0.05933202223648959,0.036784590630101054,0.6188443810569869,0.6082067325828417,0.22000590951123772
0.20948536159497788,0.9078258874753096,0.6382930262562834,0.1362930705053239,0.7269252121229332,0.24943494232415536,0.07483590491422923,0.4972861548526494
0.935192980839542,0.19227065010262656,0.6755067791812195,0.27020919625119266,0.31240718153196184,0.7649505854662344,0.6842258188462581,0.22139903879720735
0.01881799359808345,0.7249975913927655,0.6703565927081634,0.2618319041717989,0.5947402916528463,0.33908431829535346,0.19391576343088787,0.36770375134075095
0.5117650370705968,0.3866171696164127,0.2334704905172753,0.517660210750953,0.0772366437710019,0.7862005968864952,0.9014465864505058,0.14692137225699345
0.5623628707870281,0.3977975202587336,0.7623673909261619,0.023996003865534965,0.6103808899712307,0.6753782030663483,0.6936310434485737,0.8605018209390867
0.9072168316206011,0.52667465042876,0.4078784821514603,0.1711137163505432,0.9657970487487165,0.8297521182810091,0.7327256079017996,0.0398951481381657
0.9739194274960334,0.5204136618674782,0.770254076751872,0.6864810991205246,0.14959452656587396,0.31419227025858576,0.7602003193484743,0.24416294053337806
0.4332651854491216,0.20392953420014948,0.5652275791768808,0.3093144483519552,0.6751743532369723,0.3482743147952099,0.9354423148565981,0.09669445733824988
0.01560169548149748,0.7597699737880865,0.1703955284204408,0.822158377248231,0.17015065544043517,0.3332220476864237,0.06507514703070362,0.22913742722186203
0.3349575420264861,0.927363646811052,0.32687226913239265,0.21473991873373863,0.8037028236366657,0.2938833650031512,0.26615540584683034,0.9713900124849552
0.8221022475430242,0.16065402862857603,0.011865417509875797,0.9115661194039569,0.36379140224796624,0.4436291438921848,0.650521870292077,0.7990842983073061
0.9789601306476197,0.6341928147871498,0.420857843806111,0.16135714416543587,0.19733773613715047,0.6140518044764908,0.8919278654750509,0.952938622048232
0.6818935168482041,0.3932851256521288,0.8679677589708721,0.33177710143175876,0.3163548000055013,0.9611653455025407,0.0848759586509806,0.3386359378289188
0.8374184098786959,0.6818141259208539,0.6199241213003397,0.8934177185489344,0.00044889838700867823,0.6254842729276848,0.8267030003551071,0.3564650380955002
0.9756363865421513,0.033085339760760224,0.5694682902352799,0.696144695717044,0.2815749749090538,0.7907045350207682,0.6988098754706772,0.8265610605013464
0.6618005154657589,0.6791510804883383,0.5846490572642065,0.8057202838016437,0.5400529141799727,0.9180925981410591,0.9503102060375995,0.1688615321683134
0.8118261034558045,0.9147558034665444,0.6446006006037859,0.2539703112946562,0.7583082086419787,0.37024571703863807,0.5906721997550466,0.8209232761995214
